Date,pt.d.all
2018-01-02,8.942212542728258
2018-01-03,8.945215312714762
2018-01-04,8.948442985808743
2018-01-05,8.952113561818493
2018-01-08,8.948520959050128
2018-01-09,8.952993499320474
2018-01-10,8.95525455522739
2018-01-11,8.957111242124913
2018-01-12,8.959131664948107
2018-01-15,8.957909619106864
2018-01-16,8.956209110444263
2018-01-17,8.952268867719756
2018-01-18,8.94910546953925
2018-01-19,8.95296760384711
2018-01-22,8.950973597847133
2018-01-23,8.95309694820403
2018-01-24,8.941597796567251
2018-01-25,8.937980289976489
2018-01-26,8.944485020750509
2018-01-29,8.94526744238526
2018-01-30,8.934323331054905
2018-01-31,8.927128307158613
2018-02-01,8.921377466587158
2018-02-02,8.91508299956682
2018-02-05,8.900412690577083
2018-02-06,8.873664100869474
2018-02-07,8.892803706796373
2018-02-08,8.877758585075604
2018-02-09,8.866779053413692
2018-02-12,8.878650694338004
2018-02-13,8.877381954654766
2018-02-14,8.883778861463485
2018-02-15,8.886657968287105
2018-02-16,8.894903362828272
2018-02-19,8.888439483085923
2018-02-20,8.888315244150304
2018-02-21,8.89310591067375
2018-02-22,8.889087714086283
2018-02-23,8.88798402211014
2018-02-26,8.894203967209462
2018-02-27,8.89322948883359
2018-02-28,8.886257061039244
2018-03-01,8.878441674434425
2018-03-02,8.863601600706057
2018-03-05,8.870101048785726
2018-03-06,8.874419955730348
2018-03-07,8.875957922883376
2018-03-08,8.882280677827097
2018-03-09,8.885233306433665
2018-03-12,8.883889723724954
2018-03-13,8.87329994662257
2018-03-14,8.872445150736166
2018-03-15,8.873440016381368
2018-03-16,8.876837735396817
2018-03-19,8.859775282283737
2018-03-20,8.86238442185411
2018-03-21,8.85922139360813
2018-03-22,8.84687098336604
2018-03-23,8.842445563290926
2018-03-26,8.837637695312845
2018-03-27,8.85367972760039
2018-03-28,8.860030867758349
2018-03-29,8.86171864192404
2018-04-03,8.85801310603087
2018-04-04,8.858510813033927
2018-04-05,8.881766858148325
2018-04-06,8.879555942738914
2018-04-09,8.881113794707474
2018-04-10,8.891071281687216
2018-04-11,8.88973559243866
2018-04-12,8.889900893710696
2018-04-13,8.890768529431709
2018-04-16,8.881586300882457
2018-04-17,8.885454764041237
2018-04-18,8.89799665976166
2018-04-19,8.899580702081696
2018-04-20,8.904928748482483
2018-04-23,8.909086606295554
2018-04-24,8.912661821122077
2018-04-25,8.906434035679753
2018-04-26,8.912122984450281
2018-04-27,8.922951615877954
2018-04-30,8.923897505349938
2018-05-01,8.925374594033118
2018-05-02,8.928401800043993
2018-05-03,8.923018260772244
2018-05-04,8.931565194789433
2018-05-08,8.931393344981355
2018-05-09,8.944093580244466
2018-05-10,8.94910546953925
2018-05-11,8.952165333132283
2018-05-14,8.95040315983296
2018-05-15,8.951958168569265
2018-05-16,8.953407356925648
2018-05-17,8.960339366492091
2018-05-18,8.95915733852242
2018-05-21,8.969440123924162
2018-05-22,8.97176587363143
2018-05-23,8.960390713702786
2018-05-24,8.951142115801733
2018-05-25,8.952902925394373
2018-05-29,8.940183839184845
2018-05-30,8.947624058241933
2018-05-31,8.946140449108881
2018-06-01,8.949209321397142
2018-06-04,8.954324885906692
2018-06-05,8.947259825649454
2018-06-06,8.950584689503001
2018-06-07,8.94954686053468
2018-06-08,8.946518057765903
2018-06-11,8.953820980216927
2018-06-12,8.949468967248253
2018-06-13,8.949456037262856
2018-06-14,8.957484731526108
2018-06-15,8.940354121134295
2018-06-18,8.940013464250494
2018-06-19,8.936416539705757
2018-06-20,8.939502293245946
2018-06-21,8.93015015235905
2018-06-22,8.946674235049748
2018-06-25,8.923964087237426
2018-06-26,8.927698894665385
2018-06-27,8.938754746536937
2018-06-28,8.937954066906707
2018-06-29,8.94074702786832
2018-07-02,8.929024644919817
2018-07-03,8.935021532786111
2018-07-04,8.932357786728337
2018-07-05,8.936324515976413
2018-07-06,8.938229791487613
2018-07-09,8.947415950650129
2018-07-10,8.94793610670867
2018-07-11,8.934850340289763
2018-07-12,8.94263082149714
2018-07-13,8.944015261007122
2018-07-16,8.935969313584074
2018-07-17,8.939358053136427
2018-07-18,8.945892913775957
2018-07-19,8.946895523888447
2018-07-20,8.946218538498124
2018-07-23,8.943218783977882
2018-07-24,8.95015674089387
2018-07-25,8.943545280485802
2018-07-26,8.94418495555575
2018-07-27,8.94914439939925
2018-07-30,8.94909247144721
2018-07-31,8.955293246443448
2018-08-01,8.942839927192663
2018-08-02,8.932727422310803
2018-08-03,8.94364977510951
2018-08-06,8.944263197791713
2018-08-07,8.951375323621896
2018-08-08,8.958887387779885
2018-08-09,8.95438947245755
2018-08-10,8.944680683558895
2018-08-13,8.94148005376499
2018-08-14,8.937428691257775
2018-08-15,8.922378247292603
2018-08-16,8.93015015235905
2018-08-17,8.930441279759386
2018-08-20,8.934758107992174
2018-08-21,8.931380179151793
2018-08-22,8.932503040025876
2018-08-23,8.931049685863028
2018-08-24,8.932938608931957
2018-08-28,8.938164152725644
2018-08-29,8.931049685863028
2018-08-30,8.924789360533357
2018-08-31,8.913604087219337
2018-09-03,8.92327145785857
2018-09-04,8.917029139134048
2018-09-05,8.906975945669014
2018-09-06,8.898228985601227
2018-09-07,8.892570184044235
2018-09-10,8.89278995589028
2018-09-11,8.891992885213517
2018-09-12,8.897463547536788
2018-09-13,8.89310591067375
2018-09-14,8.896177422274805
2018-09-17,8.895917270373644
2018-09-18,8.895657050775862
2018-09-19,8.89988086515523
2018-09-20,8.904806541482229
2018-09-21,8.921350804500197
2018-09-24,8.917096179889025
2018-09-25,8.923671132789748
2018-09-26,8.924190458502478
2018-09-27,8.928693372096085
2018-09-28,8.92401740156833
2018-10-01,8.922084827829272
2018-10-02,8.91926589818648
2018-10-03,8.924030664692062
2018-10-04,8.911705173071002
2018-10-05,8.898160667924001
2018-10-08,8.88645061555304
2018-10-09,8.887044952204437
2018-10-10,8.87426608350685
2018-10-11,8.854650642888698
2018-10-12,8.853079528195046
2018-10-15,8.85782820810657
